time,latitude,longitude,depth,mag,id,place,eventType
2016-07-20T16:49:57.210Z,-8.3567,-78.5636,96.65,4.9,us20006g7z,"21km ENE of Viru, Peru",earthquake
2016-07-20T16:36:53.120Z,19.3663333,-155.2195,2.796,0.94,hv61346831,"7km SSE of Volcano, Hawaii",earthquake
2016-07-20T16:36:49.080Z,19.4633331,-155.3026733,8.09,2.28,hv61346826,"7km WNW of Volcano, Hawaii",earthquake
2016-07-20T16:32:23.570Z,33.1225,-116.593,13.45,1.22,ci37419503,"5km N of Julian, CA",earthquake
2016-07-20T16:28:55.690Z,-27.9484,-66.6615,156.02,4.4,us20006g7l,"49km SE of Belen, Argentina",earthquake
2016-07-20T16:28:17.000Z,61.4166,-152.3901,0,1.8,ak13782283,"100km NW of Nikiski, Alaska",earthquake
2016-07-20T16:25:05.941Z,40.0131,-120.3507,7.9,,nn00552585,"24km NNE of Portola, California",earthquake
2016-07-20T16:16:50.830Z,38.7856674,-122.7641678,-0.23,0.91,nc72663961,"1km NW of The Geysers, California",earthquake
2016-07-20T16:02:08.330Z,19.3963333,-155.2623333,1.401,0.65,hv61346811,"4km SW of Volcano, Hawaii",earthquake
2016-07-20T16:01:13.048Z,37.1278,-117.8934,0,0.3,nn00552582,"35km E of Big Pine, California",earthquake
2016-07-20T15:59:25.521Z,37.2045,-117.5706,6.8,0,nn00552578,"63km E of Big Pine, California",earthquake
2016-07-20T15:54:09.000Z,61.3056,-152.4482,5.2,1.7,ak13782280,"92km NW of Nikiski, Alaska",earthquake
2016-07-20T15:51:14.000Z,61.304,-152.4277,0,2.2,ak13782275,"92km NW of Nikiski, Alaska",earthquake
2016-07-20T15:33:07.950Z,36.5314,-98.958,3.2,2.6,us20006g6q,"24km ENE of Mooreland, Oklahoma",earthquake
2016-07-20T15:13:16.260Z,-18.9,169.0293,164.13,6,us20006g6l,"76km NNW of Isangel, Vanuatu",earthquake
2016-07-20T15:01:23.320Z,36.0063333,-117.8045,1.87,0.34,ci37371309,"12km NE of Little Lake, CA",earthquake
2016-07-20T15:00:53.210Z,38.8033333,-122.819664,2.64,1.11,nc72663946,"6km WNW of The Geysers, California",earthquake
2016-07-20T15:00:52.530Z,36.0073333,-117.8043333,1.8,0.53,ci37419471,"12km NE of Little Lake, CA",earthquake
2016-07-20T15:00:20.950Z,38.8063316,-122.8186646,2.51,1.39,nc72663941,"6km WNW of The Geysers, California",earthquake
2016-07-20T14:59:41.680Z,37.534,-118.4445,6.85,0.87,nc72663951,"16km N of Dixon Lane-Meadow Creek, California",earthquake
2016-07-20T14:54:57.250Z,33.4958333,-116.5303333,8.47,1.13,ci37419463,"15km ESE of Anza, CA",earthquake
2016-07-20T14:46:39.080Z,33.2503333,-116.4066667,4.8,1.07,ci37419455,"3km WSW of Borrego Springs, CA",earthquake
2016-07-20T14:41:59.000Z,61.5258,-153.6965,13.9,2,ak13781749,"126km NNW of Redoubt Volcano, Alaska",earthquake
2016-07-20T14:41:29.120Z,34.5596667,-118.7493333,10.77,0.94,ci37419447,"14km NW of Castaic, CA",earthquake
2016-07-20T14:37:09.651Z,38.3416,-118.5632,10,-0.2,nn00552590,"21km SSE of Hawthorne, Nevada",earthquake
2016-07-20T14:35:39.369Z,38.3516,-118.5688,9.7,1.4,nn00552558,"19km SSE of Hawthorne, Nevada",earthquake
2016-07-20T14:32:45.000Z,61.4265,-146.4646,19.9,1.5,ak13781746,"33km N of Valdez, Alaska",earthquake
2016-07-20T14:23:28.000Z,61.7556,-149.968,41,2,ak13781738,"3km ENE of Willow, Alaska",earthquake
2016-07-20T14:20:31.380Z,33.5031667,-116.5758333,12.06,0.37,ci37419415,"11km ESE of Anza, CA",earthquake
2016-07-20T14:14:22.000Z,68.5871,-146.7535,0,2.9,ak13781734,"71km NW of Arctic Village, Alaska",earthquake
2016-07-20T14:12:01.000Z,68.5001,-146.7644,0,2.6,ak13781732,"65km NW of Arctic Village, Alaska",earthquake
2016-07-20T14:05:37.812Z,37.2566,-117.8796,12.7,0.3,nn00552588,"37km ENE of Big Pine, California",earthquake
2016-07-20T14:04:31.810Z,33.0585,-116.4346667,3.08,0.96,ci37419399,"16km E of Julian, CA",earthquake
2016-07-20T14:04:29.000Z,61.7288,-148.5558,31.5,3.5,ak13781224,"17km ESE of Sutton-Alpine, Alaska",earthquake
2016-07-20T14:02:05.570Z,44.4198333,-111.0316667,8,1.43,uu60156257,"16km WSW of Old Faithful Geyser, Wyoming",earthquake
2016-07-20T13:55:23.950Z,36.0093333,-117.8053333,1.72,0.51,ci37419391,"12km NE of Little Lake, CA",earthquake
2016-07-20T13:45:20.520Z,36.4789,-115.7849,12.7,0.3,nn00552552,"34km NNE of Pahrump, Nevada",earthquake
2016-07-20T13:41:20.160Z,36.1408333,-91.2095,16.15,2.41,nm60151851,"23km WNW of Hoxie, Arkansas",earthquake
2016-07-20T13:40:39.760Z,44.4211667,-111.0446667,6.03,0.8,uu60156252,"17km WSW of Old Faithful Geyser, Wyoming",earthquake
2016-07-20T13:34:49.000Z,62.8382,-150.4859,87.5,1.7,ak13781220,"60km NNW of Talkeetna, Alaska",earthquake
2016-07-20T13:20:20.000Z,68.4617,-146.2556,0,1.2,ak13781219,"47km NW of Arctic Village, Alaska",earthquake
2016-07-20T13:14:14.000Z,68.5011,-146.7643,0.1,2.5,ak13781217,"65km NW of Arctic Village, Alaska",earthquake
2016-07-20T13:03:30.000Z,68.4976,-146.6352,0,2.3,ak13781214,"61km NW of Arctic Village, Alaska",earthquake
2016-07-20T13:01:15.380Z,19.4111667,-155.3008333,3.638,2.25,hv61346756,"6km WSW of Volcano, Hawaii",earthquake
2016-07-20T12:53:02.000Z,68.5195,-146.6183,15.8,3.4,ak13780712,"62km NW of Arctic Village, Alaska",earthquake
2016-07-20T12:37:11.150Z,37.4643333,-118.8525,3.17,0.81,nc72663926,"23km SSE of Mammoth Lakes, California",earthquake
2016-07-20T12:34:56.000Z,62.3623,-148.626,40.3,1.3,ak13780710,"64km N of Sutton-Alpine, Alaska",earthquake
2016-07-20T12:29:33.846Z,40.2632,-119.6606,12.1,0.6,nn00552551,"42km SW of Gerlach-Empire, Nevada",earthquake
2016-07-20T12:28:39.000Z,68.5792,-146.7487,0,2.5,ak13780706,"70km NW of Arctic Village, Alaska",earthquake
2016-07-20T12:27:17.000Z,63.4628,-148.3121,0,1.4,ak13780704,"32km ENE of Cantwell, Alaska",earthquake
2016-07-20T12:17:53.000Z,68.543,-146.887,0,2.3,ak13780701,"72km NW of Arctic Village, Alaska",earthquake
2016-07-20T12:07:19.000Z,68.4681,-146.7424,0.2,3.4,ak13780697,"62km NW of Arctic Village, Alaska",earthquake
2016-07-20T12:02:51.888Z,35.9444,-114.9333,0,1.4,nn00552548,"9km WSW of Boulder City, Nevada",earthquake
2016-07-20T12:00:02.000Z,62.2039,-153.7541,0,1.7,ak13780695,"126km SE of McGrath, Alaska",earthquake
2016-07-20T11:55:37.000Z,61.5369,-146.592,32.7,1.2,ak13780694,"47km NNW of Valdez, Alaska",earthquake
2016-07-20T11:45:29.870Z,46.6125,-112.2538333,5,1.5,mb80162534,"10km W of Helena West Side, Montana",earthquake
2016-07-20T11:26:29.000Z,60.172,-153.1727,138.9,2.9,ak13780681,"42km SW of Redoubt Volcano, Alaska",earthquake
2016-07-20T11:26:29.000Z,60.1339,-153.1664,145.1,2.7,ak13780686,"45km SSW of Redoubt Volcano, Alaska",earthquake
2016-07-20T11:19:07.490Z,33.9783333,-116.5556667,8.51,1.69,ci37419367,"5km WNW of Desert Hot Springs, CA",earthquake
2016-07-20T11:13:12.070Z,46.8508333,-121.7421667,2.15,0.51,uw61169162,"27km NNW of Packwood, Washington",earthquake
2016-07-20T11:12:46.440Z,36.0153333,-117.8081667,1.15,1.12,ci37419359,"12km NE of Little Lake, CA",earthquake
2016-07-20T11:12:26.420Z,19.389,-155.2461667,2.676,1.78,hv61346681,"4km S of Volcano, Hawaii",earthquake
2016-07-20T11:07:55.120Z,33.4995,-116.502,13.34,0.26,ci37419351,"17km ESE of Anza, CA",earthquake
2016-07-20T11:04:58.216Z,35.9854,-116.0007,13.7,0.2,nn00552583,"24km S of Pahrump, Nevada",earthquake
2016-07-20T11:04:16.840Z,-11.6129,166.2857,80.73,4.9,us20006g3r,"110km SSE of Lata, Solomon Islands",earthquake
2016-07-20T11:03:59.197Z,35.9848,-116.111,0,-0.2,nn00552579,"27km SSW of Pahrump, Nevada",earthquake
2016-07-20T11:00:25.772Z,38.2972,-119.2879,11.1,0.9,nn00552546,"6km NW of Bridgeport, California",earthquake
2016-07-20T10:58:58.000Z,61.5541,-150.4428,51.1,1.1,ak13780187,"26km W of Big Lake, Alaska",earthquake
2016-07-20T10:55:42.710Z,32.3433333,-115.3406667,5.94,1.63,ci37419343,"14km W of Delta, B.C., MX",earthquake
2016-07-20T10:54:56.520Z,34.1106667,-117.4768333,9.74,0.84,ci37419335,"2km NW of Fontana, CA",earthquake
2016-07-20T10:48:03.490Z,39.3704,-120.1486,9.9,0.8,nn00552555,"5km NNE of Truckee, California",earthquake
2016-07-20T10:42:01.000Z,62.2534,-149.9703,54,1.4,ak13780185,"10km SE of Talkeetna, Alaska",earthquake
2016-07-20T10:41:53.850Z,40.468,-121.5423333,1.98,-0.13,nc72664001,"29km E of Shingletown, California",earthquake
2016-07-20T10:21:12.830Z,19.4023333,-155.6231667,3.552,1.34,hv61346651,"26km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2016-07-20T10:05:02.160Z,38.8191681,-122.8028336,-0.61,0.91,nc72663911,"6km W of Cobb, California",earthquake
2016-07-20T10:00:13.362Z,37.1169,-117.8919,0,0.1,nn00552577,"35km E of Big Pine, California",earthquake
2016-07-20T09:49:29.800Z,18.1776,-67.1921,108,2.4,pr16202006,"6km WSW of Mayaguez, Puerto Rico",earthquake
2016-07-20T09:45:25.922Z,39.3929,-119.7424,5.5,0.1,nn00552576,"12km NW of Virginia City, Nevada",earthquake
2016-07-20T09:36:05.309Z,37.2381,-117.5427,5.2,0,nn00552574,"58km SSW of Goldfield, Nevada",earthquake
2016-07-20T09:34:39.810Z,46.9721667,-121.876,12.63,0.05,uw61169152,"24km SSE of Buckley, Washington",earthquake
2016-07-20T09:33:21.000Z,62.2817,-149.0351,34,1.2,ak13780182,"44km ENE of Y, Alaska",earthquake
2016-07-20T09:20:09.000Z,61.3105,-152.4325,1.3,1.9,ak13780178,"92km NW of Nikiski, Alaska",earthquake
2016-07-20T09:18:08.000Z,61.3225,-152.4221,3.1,1.7,ak13780177,"93km NW of Nikiski, Alaska",earthquake
2016-07-20T09:15:48.000Z,61.2915,-152.5828,0.1,2,ak13780175,"90km N of Redoubt Volcano, Alaska",earthquake
2016-07-20T09:14:14.821Z,37.4313,-117.6907,3.4,0.6,nn00552545,"50km SW of Goldfield, Nevada",earthquake
2016-07-20T09:13:11.460Z,37.649,-118.8791667,2.71,-0.27,nc72663901,"8km E of Mammoth Lakes, California",earthquake
2016-07-20T09:00:25.760Z,37.4593333,-118.8373333,-0.02,1.06,nc72663891,"24km SSE of Mammoth Lakes, California",earthquake
2016-07-20T08:49:03.071Z,38.6441,-118.79,10.1,0.3,nn00552573,"19km NW of Hawthorne, Nevada",earthquake
2016-07-20T08:39:26.000Z,51.719,177.0102,42.2,4.6,ak13780168,"59km SW of Kiska Volcano, Alaska",earthquake
2016-07-20T08:37:50.004Z,37.2706,-117.5972,9.7,0,nn00552572,"58km SSW of Goldfield, Nevada",earthquake
2016-07-20T08:26:24.950Z,33.5051667,-116.434,8.87,1,ci37419319,"21km SSW of La Quinta, CA",earthquake
2016-07-20T08:23:51.200Z,37.3661652,-121.7300034,5.72,1.44,nc72663881,"7km ESE of East Foothills, California",earthquake
2016-07-20T08:21:27.000Z,61.4777,-151.8371,9.1,1.3,ak13779673,"92km NNW of Nikiski, Alaska",earthquake
2016-07-20T08:10:23.000Z,63.0851,-150.422,7.2,1.8,ak13779671,"81km WSW of Cantwell, Alaska",earthquake
2016-07-20T07:57:58.940Z,-15.5189,-13.221,10,5.2,us20006g37,Southern Mid-Atlantic Ridge,earthquake
2016-07-20T07:57:28.000Z,68.5407,-146.7614,0,2.4,ak13779669,"68km NW of Arctic Village, Alaska",earthquake
2016-07-20T07:55:50.510Z,36.829,-121.559,5.14,1.72,nc72663876,"2km SW of San Juan Bautista, California",earthquake
2016-07-20T07:47:45.740Z,36.8313333,-121.563,5.25,2.23,nc72663866,"2km SW of San Juan Bautista, California",earthquake
2016-07-20T07:42:11.310Z,36.6976662,-121.3371658,3.7,1.09,nc72663861,"12km SSE of Ridgemark, California",earthquake
2016-07-20T07:41:53.650Z,37.4586667,-118.8435,4.11,0.97,nc72663856,"24km SSE of Mammoth Lakes, California",earthquake
2016-07-20T07:37:15.120Z,37.4546667,-118.8441667,5.26,2.19,nc72663851,"24km SSE of Mammoth Lakes, California",earthquake
2016-07-20T07:36:11.210Z,37.4736667,-118.8298333,3.57,0.87,nc72663846,"24km SSE of Mammoth Lakes, California",earthquake
2016-07-20T07:35:38.020Z,33.4975,-116.528,7.53,0.11,ci37419287,"15km ESE of Anza, CA",earthquake
2016-07-20T07:34:08.050Z,37.456501,-118.8420029,5.94,2.59,nc72663841,"23km SSE of Mammoth Lakes, California",earthquake
2016-07-20T07:25:09.740Z,34.2258333,-117.3945,9.91,1.15,ci37419271,"1km NE of Devore, CA",earthquake
2016-07-20T07:24:16.020Z,36.8306667,-121.5571667,5.02,0.82,nc72663836,"2km SW of San Juan Bautista, California",earthquake
2016-07-20T07:08:04.360Z,36.833,-121.5643333,5.58,2.93,nc72663826,"2km WSW of San Juan Bautista, California",earthquake
2016-07-20T06:57:04.000Z,68.5522,-146.7514,0,2.3,ak13779655,"68km NW of Arctic Village, Alaska",earthquake
2016-07-20T06:53:19.960Z,37.6171667,-118.8841667,-0.02,0.29,nc72663811,"8km ESE of Mammoth Lakes, California",earthquake
2016-07-20T06:50:22.000Z,60.1564,-141.3635,0,1.4,ak13779653,"60km E of Cape Yakataga, Alaska",earthquake
2016-07-20T06:43:59.580Z,38.7626648,-122.7399979,1.11,1.66,nc72663801,"2km SE of The Geysers, California",earthquake
2016-07-20T06:36:05.500Z,40.464,-121.546,3.41,-0.12,nc72663986,"29km E of Shingletown, California",earthquake
2016-07-20T06:32:33.080Z,33.4783333,-116.3931667,9.34,0.56,ci37419255,"22km SSW of La Quinta, CA",earthquake
2016-07-20T06:32:15.350Z,33.5005,-116.5318333,8.97,0.38,ci37419247,"14km ESE of Anza, CA",earthquake
2016-07-20T06:27:08.000Z,60.137,-141.2605,0,1.6,ak13779172,"65km E of Cape Yakataga, Alaska",earthquake
2016-07-20T06:16:38.300Z,38.7908325,-122.732666,0.59,1.41,nc72663791,"2km NE of The Geysers, California",earthquake
2016-07-20T06:10:38.540Z,33.5153333,-116.4695,8.92,0.39,ci37419231,"19km ESE of Anza, CA",earthquake
2016-07-20T06:05:59.660Z,19.3126667,-155.2476667,8.275,1.41,hv61346466,"13km S of Volcano, Hawaii",earthquake
2016-07-20T05:57:57.000Z,60.0637,-152.5236,102.5,2,ak13779170,"48km SSE of Redoubt Volcano, Alaska",earthquake
2016-07-20T05:55:37.060Z,33.3345,-116.374,10.59,1.06,ci37419223,"9km N of Borrego Springs, CA",earthquake
2016-07-20T05:52:18.380Z,33.2485,-116.4113333,5.54,1.84,ci37419215,"4km WSW of Borrego Springs, CA",earthquake
2016-07-20T05:49:13.430Z,26.9194,129.7596,22.42,4.7,us20006g2c,"162km S of Naze, Japan",earthquake
2016-07-20T05:48:23.520Z,33.4978333,-116.5263333,8.43,0.34,ci37419207,"15km ESE of Anza, CA",earthquake
2016-07-20T05:44:21.000Z,68.5131,-146.894,0,2.6,ak13779168,"70km NW of Arctic Village, Alaska",earthquake
2016-07-20T05:44:05.540Z,32.805,-115.4745,7.92,1.26,ci37419199,"8km ENE of El Centro, CA",earthquake
2016-07-20T05:38:36.690Z,34.0805,-116.774,12.75,0.59,ci37419191,"18km N of Cabazon, CA",earthquake
2016-07-20T05:29:40.940Z,38.7939987,-122.7675018,1.49,0.69,nc72663776,"2km NNW of The Geysers, California",earthquake
2016-07-20T05:21:45.030Z,37.659,-118.856,4.39,0.62,nc72663771,"10km E of Mammoth Lakes, California",earthquake
2016-07-20T05:17:08.990Z,40.4743333,-121.5348333,2.23,-0.01,nc72663971,"30km E of Shingletown, California",earthquake
2016-07-20T05:16:59.150Z,34.2661667,-117.6243333,10.68,1.39,ci37419167,"11km S of Wrightwood, CA",earthquake
2016-07-20T05:16:47.000Z,68.3656,-147.3228,1,1.8,ak13779148,"78km WNW of Arctic Village, Alaska",earthquake
2016-07-20T05:16:40.230Z,33.2548333,-116.2888333,10.35,0.83,ci37419159,"8km E of Borrego Springs, CA",earthquake
2016-07-20T05:14:04.080Z,36.6923332,-121.3150024,3.16,3.04,nc72663766,"14km SSE of Ridgemark, California",earthquake
2016-07-20T04:54:49.590Z,48.0845,-122.7953333,4,0.98,uw61169017,"4km SW of Port Townsend, Washington",earthquake
2016-07-20T04:52:49.170Z,40.4688333,-121.544,2.21,0.03,nc72663756,"29km E of Shingletown, California",earthquake
2016-07-20T04:51:14.535Z,38.2685,-118.7393,8.7,0.4,nn00552568,"30km SSW of Hawthorne, Nevada",earthquake
2016-07-20T04:50:00.050Z,46.2026667,-122.1938333,5.92,0.23,uw60127408,"37km NNE of Amboy, Washington",earthquake
2016-07-20T04:49:51.070Z,47.612,-122.9858333,17.62,0.08,uw61169012,"12km WSW of Seabeck, Washington",earthquake
2016-07-20T04:46:43.200Z,19.3628,-64.467,29,3.2,pr16202005,"105km N of Road Town, British Virgin Islands",earthquake
2016-07-20T04:45:49.560Z,37.5411667,-121.843,4.83,0.98,nc72663746,"12km E of Fremont, California",earthquake
2016-07-20T04:39:54.610Z,46.9115,-121.7446667,6.07,0.44,uw61169007,"34km N of Packwood, Washington",earthquake
2016-07-20T04:34:04.920Z,46.913,-121.7393333,4.58,0.61,uw61169002,"34km N of Packwood, Washington",earthquake
2016-07-20T04:29:15.590Z,33.5368333,-116.4548333,8.75,0.65,ci37419087,"19km SW of La Quinta, CA",earthquake
2016-07-20T04:27:39.800Z,33.4896667,-116.5281667,10.6,0.36,ci37419079,"15km ESE of Anza, CA",earthquake
2016-07-20T04:25:22.390Z,36.2161667,-120.2251667,13.59,1.76,nc72663741,"11km W of Huron, California",earthquake
2016-07-20T04:22:01.800Z,40.4678333,-121.5435,2.37,0.5,nc72663736,"29km E of Shingletown, California",earthquake
2016-07-20T04:21:27.210Z,19.4136667,-155.6433333,3.2,1.27,hv61346311,"23km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2016-07-20T04:21:16.400Z,17.9769,-67.0459,8,1.4,pr16202004,"0km NNE of La Parguera, Puerto Rico",earthquake
2016-07-20T04:20:34.800Z,18.1833,-64.7912,15,2.5,pr16202003,"22km SE of Charlotte Amalie, U.S. Virgin Islands",earthquake
2016-07-20T04:15:08.470Z,33.4986667,-116.5286667,8.81,0.11,ci37371317,"15km ESE of Anza, CA",earthquake
2016-07-20T04:14:38.480Z,33.5,-116.5325,9.04,0.31,ci37419071,"14km ESE of Anza, CA",earthquake
2016-07-20T04:12:48.480Z,33.4958333,-116.5441667,8.83,2.68,ci37419063,"14km ESE of Anza, CA",earthquake
2016-07-20T04:12:21.020Z,33.4998333,-116.5295,8.07,0.62,ci37419055,"15km ESE of Anza, CA",earthquake
2016-07-20T04:09:27.390Z,33.5011667,-116.5333333,8.79,0.55,ci37419047,"14km ESE of Anza, CA",earthquake
2016-07-20T04:06:43.700Z,35.6355,-120.9161667,5.82,1.28,nc72663716,"10km SSW of Lake Nacimiento, California",earthquake
2016-07-20T04:06:06.000Z,61.296,-152.496,4.6,1.3,ak13778633,"91km N of Redoubt Volcano, Alaska",earthquake
2016-07-20T04:04:10.000Z,61.3076,-152.4296,0,2.1,ak13778631,"92km NW of Nikiski, Alaska",earthquake
2016-07-20T04:02:39.120Z,33.5005,-116.5316667,8.72,0.3,ci37419031,"14km ESE of Anza, CA",earthquake
2016-07-20T03:58:30.620Z,0.0413,122.9666,163.91,5.3,us20006g1u,"46km SW of Bilungala, Indonesia",earthquake
2016-07-20T03:57:40.630Z,36.1496667,-120.267,8.86,1.4,nc72663706,"8km E of Coalinga, California",earthquake
2016-07-20T03:49:12.220Z,36.7955,-121.514,4.08,0.79,nc72663701,"5km SSE of San Juan Bautista, California",earthquake
2016-07-20T03:46:24.980Z,36.1648333,-120.2511667,12.3,1.42,nc72663696,"10km ENE of Coalinga, California",earthquake
2016-07-20T03:41:04.681Z,39.3919,-118.1205,3.2,1.5,nn00552528,"57km E of Fallon, Nevada",earthquake
2016-07-20T03:37:02.500Z,18.5912,-65.5183,14,2.7,pr16202002,"32km NNE of Fajardo, Puerto Rico",earthquake
2016-07-20T03:34:27.750Z,44.7416667,-111.2185,5.1,1.15,uu60156247,"12km NW of West Yellowstone, Montana",earthquake
2016-07-20T03:33:14.000Z,18.5224,-67.4225,15,2.8,pr16202001,"27km NW of Rincon, Puerto Rico",earthquake
2016-07-20T03:30:14.910Z,-15.4681,-13.225,10,5.3,us20006g1j,Southern Mid-Atlantic Ridge,earthquake
2016-07-20T03:27:44.060Z,36.1765,-120.2523333,13.12,1.64,nc72663691,"10km ENE of Coalinga, California",earthquake
2016-07-20T03:26:13.890Z,36.1583333,-120.272,12.46,2.11,nc72663686,"8km ENE of Coalinga, California",earthquake
2016-07-20T03:26:01.700Z,44.7415,-111.2218333,5.33,1.36,uu60156242,"12km NW of West Yellowstone, Montana",earthquake
2016-07-20T03:21:08.870Z,36.1603333,-120.2645,12.61,1.37,nc72663676,"8km ENE of Coalinga, California",earthquake
2016-07-20T03:13:57.720Z,38.7783318,-122.7301636,0.57,1.29,nc72663666,"2km E of The Geysers, California",earthquake
2016-07-20T03:02:24.000Z,60.1736,-140.9121,102.2,2,ak13778157,"85km E of Cape Yakataga, Alaska",earthquake
2016-07-20T02:50:46.700Z,19.4273333,-155.621,3.592,1.32,hv61346166,"25km E of Honaunau-Napoopoo, Hawaii",earthquake
2016-07-20T02:48:10.650Z,36.6990013,-121.3356705,2.99,1.67,nc72663636,"12km SSE of Ridgemark, California",earthquake
2016-07-20T02:38:43.000Z,35.888,140.1037,52.73,4.2,us20006g12,"2km SE of Toride, Japan",earthquake
2016-07-20T02:37:46.869Z,38.2752,-118.7403,5,0.8,nn00552522,"29km SSW of Hawthorne, Nevada",earthquake
2016-07-20T02:29:26.540Z,37.4556667,-118.8408333,5.46,1.19,nc72663631,"25km SSE of Mammoth Lakes, California",earthquake
2016-07-20T02:28:08.000Z,63.0844,-149.6065,91.4,1.1,ak13777698,"47km SW of Cantwell, Alaska",earthquake
2016-07-20T02:24:33.472Z,38.2687,-118.7088,10.5,0.3,nn00552526,"29km SSW of Hawthorne, Nevada",earthquake
2016-07-20T02:16:24.301Z,38.2622,-118.729,11.9,0.8,nn00552520,"30km SSW of Hawthorne, Nevada",earthquake
2016-07-20T02:00:14.000Z,60.4038,-143.2221,9.8,1,ak13777669,"57km NW of Cape Yakataga, Alaska",earthquake
2016-07-20T01:56:06.444Z,41.5085,-120.3971,0,1.3,nn00552525,"12km E of Alturas, California",earthquake
2016-07-20T01:41:23.290Z,41.2292,88.4898,10,4.6,us20006g0y,"184km ESE of Yanqi, China",earthquake
2016-07-20T01:39:25.280Z,36.6856651,-121.315834,4.79,2.04,nc72663616,"14km SSE of Ridgemark, California",earthquake
2016-07-20T01:35:03.000Z,62.9064,-150.7986,26.4,1.4,ak13777218,"73km NNW of Talkeetna, Alaska",earthquake
2016-07-20T01:30:29.180Z,35.6706,-97.4124,6.21,2.3,us20006g0w,"6km ENE of Edmond, Oklahoma",earthquake
2016-07-20T01:20:28.630Z,-0.9229,-80.3721,39.43,5.1,us20006g0u,"6km E of Rocafuerte, Ecuador",earthquake
2016-07-20T01:17:25.399Z,35.8797,-114.9937,0,0.9,nn00552518,"17km S of Henderson, Nevada",earthquake
2016-07-20T00:55:08.033Z,38.4739,-118.3587,5.3,0.1,nn00552517,"23km ESE of Hawthorne, Nevada",earthquake
2016-07-20T00:22:06.880Z,38.776165,-122.7289963,-0.63,0.58,nc72663601,"2km E of The Geysers, California",earthquake
2016-07-20T00:10:49.500Z,17.8619,-64.7454,28,2.3,pr16202000,"13km NNW of Christiansted, U.S. Virgin Islands",earthquake
2016-07-20T00:08:27.370Z,36.6933327,-121.3243332,4.22,2.29,nc72663596,"13km SSE of Ridgemark, California",earthquake
2016-07-20T00:00:27.950Z,32.5895,-115.725,7.27,1.15,ci37418927,"13km W of Progreso, B.C., MX",earthquake
2016-07-19T23:56:44.860Z,35.0401667,-117.679,-0.82,1.51,ci37418919,"5km NNW of Boron, CA",quarry blast
2016-07-19T23:54:13.000Z,61.6026,-150.3333,72,1.6,ak13776725,"22km WNW of Big Lake, Alaska",earthquake
2016-07-19T23:52:51.280Z,19.3924999,-155.2798309,2.03,1.8,hv61345986,"6km SW of Volcano, Hawaii",earthquake
2016-07-19T23:50:22.980Z,39.3169,142.1742,49.22,4.9,us20006g0h,"24km ESE of Otsuchi, Japan",earthquake
2016-07-19T23:43:43.770Z,36.6931648,-121.3251648,4.45,2.42,nc72663586,"13km SSE of Ridgemark, California",earthquake
2016-07-19T23:37:39.920Z,33.6811667,-116.7268333,15.05,0.61,ci37418895,"7km S of Idyllwild, CA",earthquake
2016-07-19T23:35:15.110Z,34.1166667,-117.7323333,7.27,0.77,ci37418887,"2km NNW of Claremont, CA",earthquake
2016-07-19T23:26:42.820Z,38.8143349,-122.8221664,2.39,0.56,nc72663571,"7km NW of The Geysers, California",earthquake
2016-07-19T23:10:53.440Z,38.8106651,-122.8190002,2.65,1.33,nc72663561,"6km NW of The Geysers, California",earthquake
2016-07-19T23:09:32.000Z,64.9881,-147.3298,1.6,1.3,ak13776274,"23km NNE of Badger, Alaska",earthquake
2016-07-19T23:04:35.917Z,38.2665,-118.7223,10.8,0.7,nn00552512,"29km SSW of Hawthorne, Nevada",earthquake
2016-07-19T22:54:48.990Z,38.8138351,-122.8138351,2.48,1.21,nc72663556,"6km NW of The Geysers, California",earthquake
2016-07-19T22:54:00.130Z,36.6888351,-121.3183365,3.67,1.93,nc72663551,"14km SSE of Ridgemark, California",earthquake
2016-07-19T22:48:26.000Z,62.8251,-144.7377,12.4,1.4,ak13776263,"90km NNE of Glennallen, Alaska",earthquake
2016-07-19T22:31:04.950Z,33.5003333,-116.5333333,8.92,0.57,ci37418839,"14km ESE of Anza, CA",earthquake
2016-07-19T22:27:12.270Z,33.4995,-116.5325,9.11,0.52,ci37418831,"14km ESE of Anza, CA",earthquake
2016-07-19T22:25:32.570Z,35.9911,139.9422,43.72,5,us20006fzz,"4km SW of Mitsukaido, Japan",earthquake
2016-07-19T22:20:33.270Z,33.8941667,-115.9765,3.05,1.61,ci37418815,"28km SSE of Twentynine Palms, CA",earthquake
2016-07-19T22:16:30.270Z,36.699501,-121.3353348,4.02,1.38,nc72663546,"12km SSE of Ridgemark, California",earthquake
2016-07-19T22:07:47.740Z,44.8138333,-111.0238333,8.8,1.33,uu60156232,"18km NNE of West Yellowstone, Montana",earthquake
2016-07-19T22:03:14.470Z,36.6913338,-121.3261642,4.02,2.19,nc72663541,"13km SSE of Ridgemark, California",earthquake
2016-07-19T21:51:11.670Z,36.6975,-121.3371667,4.4,1.26,nc72663536,"13km SSE of Ridgemark, California",earthquake
2016-07-19T21:49:43.000Z,61.2579,-150.1232,39.3,1.4,ak13775819,"12km WNW of Anchorage, Alaska",earthquake
2016-07-19T21:49:35.320Z,36.6978333,-121.3351667,5.38,1.16,nc72663531,"13km SSE of Ridgemark, California",earthquake
